Company,Category,Phone,Phone source,Email,Website,Address,City,Map,OSM
Coral Bay Marina,Marina / docks,,,,https://coral-bay-marina.com/,,,"https://www.google.com/maps/search/?api=1&query=24.9198675,-80.6356235",https://www.openstreetmap.org/node/3058734961
Coral Reef Yacht Club,Marina / docks,(305) 858-1733,OpenStreetMap,,https://www.coralreefyachtclub.org/,"2484 South Bayshore Drive, Miami, FL 33133",Miami,"https://www.google.com/maps/search/?api=1&query=25.7325483,-80.2310133",https://www.openstreetmap.org/way/435844296
Coral Reef Yacht Club,Marina / docks,,,,https://www.coralreefyachtclub.org/,"2484 South Bayshore Drive, Coconut Grove, FL 33133",Coconut Grove,"https://www.google.com/maps/search/?api=1&query=25.732021,-80.2303594",https://www.openstreetmap.org/way/958630500
Coral Ridge Yacht Club,Marina / docks,(954) 566-7886,OpenStreetMap,info@cryc.net,https://coralridgeyachtclub.com/,"2800 Yacht Club Boulevard, Fort Lauderdale, FL 33304",Fort Lauderdale,"https://www.google.com/maps/search/?api=1&query=26.1407843,-80.1085755",https://www.openstreetmap.org/way/963640006
Crandon Marina,Marina / docks,,,,https://marinalife.com/marinas/crandon-park-marina/,,,"https://www.google.com/maps/search/?api=1&query=25.7257062,-80.1561191",https://www.openstreetmap.org/way/305515757
Crescent Fish Camp,Marina / docks,(386) 698-2444,OpenStreetMap,,https://outdooradventureretreats.com/crescent-fish-camp/,"100 Grove Avenue, Crescent City, FL 32112",Crescent City,"https://www.google.com/maps/search/?api=1&query=29.4436575,-81.5076064",https://www.openstreetmap.org/way/1184702288
Davis Islands Yacht Club,Marina / docks,(813) 251-1158,company website,,https://www.diyc.org/,"1315 Severn Avenue, Tampa, FL 33606",Tampa,"https://www.google.com/maps/search/?api=1&query=27.9083573,-82.4499825",https://www.openstreetmap.org/way/28937844
Delray Harbor Club Marina,Marina / docks,,,,http://dhcmarina.com/index.html,,,"https://www.google.com/maps/search/?api=1&query=26.4457248,-80.0660381",https://www.openstreetmap.org/way/436265225
Dinner Key Marina,Marina / docks,(305) 329-4755,OpenStreetMap,,https://www.miamiandbeaches.com/thing-to-do/water-activities/dinner-key-marina/2917,"3400 Pan American Dr., Miami, FL 33133",Miami,"https://www.google.com/maps/search/?api=1&query=25.7264258,-80.2336758",https://www.openstreetmap.org/way/958615199
Dockside Marina and Resort,Marina / docks,(772) 468-3555,company website,,https://docksideinn.com/marina/,"1160 Seaway Drive, Fort Pierce, FL 34949",Fort Pierce,"https://www.google.com/maps/search/?api=1&query=27.4669519,-80.3021478",https://www.openstreetmap.org/way/986908003
Duck Key Marina,Marina / docks,(305) 289-0161,OpenStreetMap,BoatStorage@MarinaDuckKey.com,https://marinaduckkey.com/,"1149 Greenbriar Road, Duck Key, FL 33050",Duck Key,"https://www.google.com/maps/search/?api=1&query=24.7747609,-80.9158341",https://www.openstreetmap.org/node/3059042376
Emerald Harbor Marina,Marina / docks,,,,https://emeraldharbormarina.com/,,,"https://www.google.com/maps/search/?api=1&query=30.1544103,-85.6371884",https://www.openstreetmap.org/way/1136084260
Faro Blanco Resort & Yacht Club,Marina / docks,(305) 289-2100,company website,marina@faroblancoresort.com,https://www.faroblancoresort.com/,,,"https://www.google.com/maps/search/?api=1&query=24.710771,-81.1049165",https://www.openstreetmap.org/way/960749909
Fort Pierce City Marina,Marina / docks,,,,https://cityoffortpierce.com/165/City-Marina,,,"https://www.google.com/maps/search/?api=1&query=27.4505802,-80.321601",https://www.openstreetmap.org/way/988845016
Fort Pierce Inlet Marina,Marina / docks,,,,http://www.fortpierceinletmarina.com/,"1010 Seaway Drive, Fort Pierce, FL 34949",Fort Pierce,"https://www.google.com/maps/search/?api=1&query=27.4636713,-80.304492",https://www.openstreetmap.org/way/986929133
Free Marina Day Slips,Marina / docks,(407) 688-5000,company website,,https://www.sanfordfl.gov/residents/marina-day-slips-1500,,,"https://www.google.com/maps/search/?api=1&query=28.8152803,-81.2677706",https://www.openstreetmap.org/node/8934027328
Freedom Boat Club,Marina / docks,(888) 781-7363,OpenStreetMap,,https://freedomboatclub.com/locations/4-venice-fl/,"990 La Guna Drive, Venice, FL 34285",Venice,"https://www.google.com/maps/search/?api=1&query=27.105446,-82.4611904",https://www.openstreetmap.org/way/673173186
Galleon Marina,Marina / docks,(305) 292-1292,company website,,https://www.galleonmarinakeywest.com/,,,"https://www.google.com/maps/search/?api=1&query=24.5624049,-81.8029456",https://www.openstreetmap.org/way/960077345
Grandview Palace Marina,Marina / docks,(305) 861-6000,OpenStreetMap,Grandviewmarinamainoffice@gmail.com,https://grandviewpalacemarina.com,"7601 East Treasure Drive, North Bay Village - Miami, FL 33141",North Bay Village - Miami,"https://www.google.com/maps/search/?api=1&query=25.8482607,-80.1446672",https://www.openstreetmap.org/way/961585508
Grove Harbour Marina,Marina / docks,(305) 854-6444,company website,,https://groveharbourmarina.com/,"2640 South Bayshore Drive, Coconut Grove, FL 33133",Coconut Grove,"https://www.google.com/maps/search/?api=1&query=25.7301931,-80.2343017",https://www.openstreetmap.org/way/435578463
Hawks Cay Resort Marina,Marina / docks,(305) 743-7000,company website,,https://www.hawkscay.com/amenities/hawks-cay-marina,,,"https://www.google.com/maps/search/?api=1&query=24.7779182,-80.9131337",https://www.openstreetmap.org/node/8922857152
Hilton Fort Lauderdale Marina,Marina / docks,(954) 463-4000,OpenStreetMap,,https://www.hilton.com/en/hotels/fllgrhh-hilton-fort-lauderdale-marina/,"1881 Southeast 17th Street, Fort Lauderdale, FL 33316",Fort Lauderdale,"https://www.google.com/maps/search/?api=1&query=26.1020077,-80.1211721",https://www.openstreetmap.org/way/273006984
Holiday Harbor Marina,Marina / docks,(850) 492-0555,OpenStreetMap,,https://myholidayharbor.com/,14050 Canal A Way,,"https://www.google.com/maps/search/?api=1&query=30.310915,-87.4390945",https://www.openstreetmap.org/node/11036410074
Inn Marine,Marina / docks,(941) 964-4620,OpenStreetMap,,https://the-gasparilla-inn.com/activities/marina/,"891 8th Street East, Boca Grande, FL 33921",Boca Grande,"https://www.google.com/maps/search/?api=1&query=26.7548844,-82.2602885",https://www.openstreetmap.org/way/964358197
IslaMarina,Marina / docks,,,,https://islamarinakeys.com/,,,"https://www.google.com/maps/search/?api=1&query=24.9535923,-80.5855417",https://www.openstreetmap.org/way/965374081
Jensen Beach Boat Rentals,Marina / docks,,,,http://www.boatclubjensenbeach.com/,,,"https://www.google.com/maps/search/?api=1&query=27.2456441,-80.2246341",https://www.openstreetmap.org/node/1109369361
Julington Creek Pier 3 Marina And Dry Storage,Marina / docks,(904) 268-9724,company website,,https://julingtoncreekpier3.net/,,,"https://www.google.com/maps/search/?api=1&query=30.1333453,-81.630118",https://www.openstreetmap.org/way/575070138
Key Biscayne Yacht Club,Marina / docks,(305) 361-9171,company website,,https://www.kbyc.org/,,,"https://www.google.com/maps/search/?api=1&query=25.6998206,-80.1699291",https://www.openstreetmap.org/node/2079367915
Key Largo Anglers Club,Marina / docks,(305) 367-2382,company website,info@klac.org,https://klac.org/,,,"https://www.google.com/maps/search/?api=1&query=25.3109527,-80.2979385",https://www.openstreetmap.org/way/362883494
Key West Bight Marina,Marina / docks,,,,https://www.keywestbightmarina.com/,,,"https://www.google.com/maps/search/?api=1&query=24.5619147,-81.8016413",https://www.openstreetmap.org/way/83579780
Lauderdale Marina,Marina / docks,,,,https://www.lauderdalemarina.com/,,,"https://www.google.com/maps/search/?api=1&query=26.103464,-80.120126",https://www.openstreetmap.org/node/2295312643
Lighthouse Point Marina,Marina / docks,,,,https://lhpmarina.com/,,,"https://www.google.com/maps/search/?api=1&query=26.2664883,-80.0837168",https://www.openstreetmap.org/node/4632155295
Loggerhead Marina Aventura,Marina / docks,(305) 935-4295,OpenStreetMap,,www.loggerheadaventura.com,"3601 Northeast 208th Terrace, Aventura, 33180",Aventura,"https://www.google.com/maps/search/?api=1&query=25.9697342,-80.1295751",https://www.openstreetmap.org/node/2712743730
Loggerhead Marina Daytona Beach,Marina / docks,(386) 523-3100,OpenStreetMap,,www.loggerheaddaytonabeach.com,"721 Ballough Road, Daytona Beach, 32114",Daytona Beach,"https://www.google.com/maps/search/?api=1&query=29.2259811,-81.0228833",https://www.openstreetmap.org/node/2841956238
Loggerhead Marina Jupiter,Marina / docks,(561) 747-8980,OpenStreetMap,,https://loggerheadmarinas.com/marina/jupiter-marina,"3238 Casseekey Island Road, Jupiter, FL 33477",Jupiter,"https://www.google.com/maps/search/?api=1&query=26.9178733,-80.0808727",https://www.openstreetmap.org/node/2842004404
Loggerhead Marina Lantana,Marina / docks,(561) 582-4422,OpenStreetMap,,https://loggerheadmarinas.com/marina/lantana-marina/,"870 North Federal Highway, Lantana, FL 33462",Lantana,"https://www.google.com/maps/search/?api=1&query=26.5925788,-80.0489856",https://www.openstreetmap.org/node/2841968669
Loggerhead Marina Palm Beach Gardens,Marina / docks,(561) 627-6358,OpenStreetMap,,https://loggerheadpbg.com/,"2700 Donald Ross Road, Palm Beach Gardens, 33410",Palm Beach Gardens,"https://www.google.com/maps/search/?api=1&query=26.880542,-80.0732342",https://www.openstreetmap.org/node/2841988674
Loggerhead Marina Riviera Beach,Marina / docks,(561) 840-6868,OpenStreetMap,,https://loggerheadmarinas.com/marina/riviera-beach-marina,"2620 Lake Shore Drive, Riviera Beach, FL 33404",Riviera Beach,"https://www.google.com/maps/search/?api=1&query=26.7845343,-80.0495559",https://www.openstreetmap.org/node/2841973544
Loggerhead Marina Saint Pete,Marina / docks,(727) 867-2600,OpenStreetMap,,https://loggerheadmarina.com/,"5821 32nd Way South, Saint Petersburg, FL 33712",Saint Petersburg,"https://www.google.com/maps/search/?api=1&query=27.7136989,-82.6779452",https://www.openstreetmap.org/way/174953456
Loggerhead Marina South Lantana,Marina / docks,(561) 721-3888,OpenStreetMap,,https://loggerheadmarinas.com/marina/south-lantana-marina,"401 Moorings Drive, Lantana, FL 33462",Lantana,"https://www.google.com/maps/search/?api=1&query=26.5907176,-80.048932",https://www.openstreetmap.org/node/2841973543
Loggerhead Marina South Miami,Marina / docks,(305) 258-3500,OpenStreetMap,,https://loggerheadmarina.com/,"24777 Southwest 246th Street, Homestead, FL 33032",Homestead,"https://www.google.com/maps/search/?api=1&query=25.537643,-80.3278747",https://www.openstreetmap.org/node/2841961046
Loggerhead Marina Stuart,Marina / docks,(772) 692-4000,OpenStreetMap,,www.loggerheadstuart.com,"955 Northwest Flagler Avenue, Stuart, 34994",Stuart,"https://www.google.com/maps/search/?api=1&query=27.2146146,-80.2577503",https://www.openstreetmap.org/node/2842006096
Loggerhead Marina Vero Beach,Marina / docks,(772) 770-4470,OpenStreetMap,,www.loggerheadverobeach.com,"1221 Marina Village Circle, Vero Beach, 32967",Vero Beach,"https://www.google.com/maps/search/?api=1&query=27.6924983,-80.3953175",https://www.openstreetmap.org/node/2842008428
Manatee Pocket Mooring Field,Marina / docks,(772) 320-3144,OpenStreetMap,mpmooring@martin.fl.us,https://www.martin.fl.us/ManateePocketMooringField,"4358 Southeast Bayview Street, 34997",,"https://www.google.com/maps/search/?api=1&query=27.1487812,-80.1953632",https://www.openstreetmap.org/node/13527017601
Mandarin Holiday Marina,Marina / docks,,,,http://mandarinyachtclub.home.mindspring.com/,,,"https://www.google.com/maps/search/?api=1&query=30.1330468,-81.6318926",https://www.openstreetmap.org/way/575065936
Mangrove Marina,Marina / docks,(305) 852-8380,OpenStreetMap,,https://mangrovemarina.com/,,,"https://www.google.com/maps/search/?api=1&query=25.0108477,-80.5198429",https://www.openstreetmap.org/node/8926769938
Marathon Marina & Boat Yard,Marina / docks,(305) 743-6575,company website,,https://marathonmarinaresort.com,,,"https://www.google.com/maps/search/?api=1&query=24.7046204,-81.1121887",https://www.openstreetmap.org/way/962279125
Marina Club Key Largo at Blackwater Sound,Marina / docks,(305) 453-0081,OpenStreetMap,,https://marinaclubkeylargo.com/,"103950 Overseas Highway, Key Largo, FL 33037",Key Largo,"https://www.google.com/maps/search/?api=1&query=25.1429684,-80.3986962",https://www.openstreetmap.org/way/217327683
Mariner Cay Marina,Marina / docks,,,,http://marinercaymarina.org/,,,"https://www.google.com/maps/search/?api=1&query=27.1580449,-80.195808",https://www.openstreetmap.org/node/1109315340
Mariner's Club Key Largo Marina,Marina / docks,(305) 853-5000,company website,,https://www.keyscaribbean.com/resort/mariners-club-resort/marina/,,,"https://www.google.com/maps/search/?api=1&query=25.0725016,-80.46188",https://www.openstreetmap.org/way/961739931
Marlin Bay Resort & Marina,Marina / docks,(305) 731-2207,OpenStreetMap,concierge@marlinbay.com,https://www.marlinbay.com/,"3800 Gulfview Avenue, FL 33050",,"https://www.google.com/maps/search/?api=1&query=24.7159004,-81.0908627",https://www.openstreetmap.org/node/8928610265
Maximo Marina - Saint Petersburg/Tampa,Marina / docks,(727) 867-1102,company website,,http://www.igy-maximomarina.com/,,,"https://www.google.com/maps/search/?api=1&query=27.7243732,-82.6823903",https://www.openstreetmap.org/way/609719332
Miamarina,Marina / docks,(305) 960-5180,OpenStreetMap,,https://miamigov.com/Government/Departments-Organizations/Real-Estate-Asset-Management-DREAM/Marinas/Miamarina-at-Bayside,"401 Biscayne Boulevard, Miami, FL 33132",Miami,"https://www.google.com/maps/search/?api=1&query=25.7786362,-80.184681",https://www.openstreetmap.org/way/160029012
Miami Beach Marina,Marina / docks,(305) 673-6000,OpenStreetMap,miamibeach@suntex.com,https://miamibeachmarina.com/,"300 Alton Road, Miami Beach, FL 33139",Miami Beach,"https://www.google.com/maps/search/?api=1&query=25.7706586,-80.1403574",https://www.openstreetmap.org/way/76684742
Monroe Harbour Marina,Marina / docks,,,,http://www.monroeharbour.com/,,,"https://www.google.com/maps/search/?api=1&query=28.8150946,-81.2668498",https://www.openstreetmap.org/way/964718295
Municipal Marina,Marina / docks,(727) 298-3006,company website,,https://www.dunedingov.com/index.aspx?page=151,,,"https://www.google.com/maps/search/?api=1&query=28.0124558,-82.7922848",https://www.openstreetmap.org/way/523224923
O'Neil's Marina,Marina / docks,(727) 867-2585,OpenStreetMap,,,"6701 Sunshine Skyway Lane South, Saint Petersburg, FL 33711",Saint Petersburg,"https://www.google.com/maps/search/?api=1&query=27.7074959,-82.6805545",https://www.openstreetmap.org/way/473381997
Oasis Marina,Marina / docks,,,,https://www.oasismarinas.com/,,,"https://www.google.com/maps/search/?api=1&query=24.5643553,-81.7375146",https://www.openstreetmap.org/relation/15741992
Ocean Club Marina Port Canaveral,Marina / docks,(321) 783-9001,OpenStreetMap,,https://oceanclubmarina-pc.com/,"930 Mullet Road, Port Canaveral, 32920",Port Canaveral,"https://www.google.com/maps/search/?api=1&query=28.4071344,-80.629588",https://www.openstreetmap.org/node/2842015453
Ocean Reef Club Marina,Marina / docks,,,,https://www.oceanreef.com/,"35 Ocean Reef Drive, Key Largo, FL 33037",Key Largo,"https://www.google.com/maps/search/?api=1&query=25.3128851,-80.2798302",https://www.openstreetmap.org/way/362793636
Oceans Edge Resort & Marina Key West,Marina / docks,(786) 862-6300,company website,,https://www.oceansedgekeywest.com/,"5950 Peninsular Avenue, Key West, FL 33040",Key West,"https://www.google.com/maps/search/?api=1&query=24.5631903,-81.7298505",https://www.openstreetmap.org/way/415309284
Palm Beach Marina,Marina / docks,(561) 838-5463,company website,,https://townofpalmbeachmarina.com/,,,"https://www.google.com/maps/search/?api=1&query=26.7038173,-80.0456735",https://www.openstreetmap.org/node/8933096447
Palm Beach Yacht Club & Marina,Marina / docks,(561) 655-8711,company website,,https://www.pbyc.com/,,,"https://www.google.com/maps/search/?api=1&query=26.7205703,-80.0482399",https://www.openstreetmap.org/way/965609312
Palm Harbor Marina,Marina / docks,(561) 655-4757,company website,,http://www.palmharbor-marina.com/,,,"https://www.google.com/maps/search/?api=1&query=26.7164365,-80.0501796",https://www.openstreetmap.org/way/420019318
Pelican Harbor Marina,Marina / docks,(305) 755-7800,company website,,https://www.miamidade.gov/parks/pelican-harbor.asp,"1275 Northeast 79th Street, Miami, FL 33138",Miami,"https://www.google.com/maps/search/?api=1&query=25.8496317,-80.1662865",https://www.openstreetmap.org/way/118031229
Pelican Yacht Club,Marina / docks,,,,https://www.pelicanyachtclub.com/,"1120 Seaway Drive, Fort Pierce, FL 34949",Fort Pierce,"https://www.google.com/maps/search/?api=1&query=27.4646281,-80.3033873",https://www.openstreetmap.org/way/986911971
Pete's Pier Marina,Marina / docks,(352) 795-3302,company website,,https://www.petespier.com,,,"https://www.google.com/maps/search/?api=1&query=28.8948545,-82.597468",https://www.openstreetmap.org/node/11813178785
Pier 66 Marina,Marina / docks,(954) 728-3578,company website,,https://www.piersixtysixmarina.com/,,,"https://www.google.com/maps/search/?api=1&query=26.1018398,-80.1171495",https://www.openstreetmap.org/way/88096686
Pilot House Marina,Marina / docks,,,info@pilothousemarina.com,https://www.pilothousemarina.com/,"13 Seagate Boulevard, Key Largo, FL 33037",Key Largo,"https://www.google.com/maps/search/?api=1&query=25.0876661,-80.4406857",https://www.openstreetmap.org/node/8926810966
Pirate's Cove Resort & Marina,Marina / docks,(772) 287-2500,OpenStreetMap,,https://www.piratescoveresort.com/,"4307 Southeast Bayview Street, Stuart, FL 34997",Stuart,"https://www.google.com/maps/search/?api=1&query=27.150156,-80.1955352",https://www.openstreetmap.org/way/286358372
Plantation Yacht Harbor Marina,Marina / docks,(305) 664-6400,company website,,https://www.islamorada.fl.us/,,,"https://www.google.com/maps/search/?api=1&query=24.9648616,-80.5687332",https://www.openstreetmap.org/way/965369753
Port of the Islands Marina,Marina / docks,(239) 389-0367,company website,,https://portoftheislandsmarina.com/contact-us.html,,,"https://www.google.com/maps/search/?api=1&query=25.9563367,-81.5107725",https://www.openstreetmap.org/way/1495968632
Rickenbacker Marina,Marina / docks,(305) 361-1900,company website,,https://www.rmimarina.com/about,,,"https://www.google.com/maps/search/?api=1&query=25.7455662,-80.1741583",https://www.openstreetmap.org/way/117933964
Riviera Beach Marina,Marina / docks,(561) 881-7438,company website,,https://marinavillagepalmbeach.com,,,"https://www.google.com/maps/search/?api=1&query=26.7735863,-80.0510589",https://www.openstreetmap.org/node/8931436356
Riviera Resort and Marina,Marina / docks,,,,http://www.rivieraresort.net/,"2760 Botts Landing Road, 32720",,"https://www.google.com/maps/search/?api=1&query=28.9950347,-81.3673385",https://www.openstreetmap.org/way/158052908
Rook's Marina,Marina / docks,,,,http://marinaoysterbarn.com/marina.htm,"Bayou Boulevard, Pensacola",Pensacola,"https://www.google.com/maps/search/?api=1&query=30.4272367,-87.1865685",https://www.openstreetmap.org/node/2598894496
Rybovich Super Yacht Marina,Marina / docks,(786) 933-8966,company website,,https://www.rybovich.com/west-palm-beach,,,"https://www.google.com/maps/search/?api=1&query=26.7489209,-80.0513601",https://www.openstreetmap.org/way/934618112
Safe Harbor Old Port Cove,Marina / docks,(561) 626-1760,company website,,https://shmarinas.com/locations/safe-harbor-old-port-cove/,,,"https://www.google.com/maps/search/?api=1&query=26.8311997,-80.0548107",https://www.openstreetmap.org/node/8932662874
Sailfish Marina Resort,Marina / docks,,,,https://www.sailfishmarina.com/,,,"https://www.google.com/maps/search/?api=1&query=26.7772466,-80.0402735",https://www.openstreetmap.org/relation/12991921
Saint Johns Marina,Marina / docks,,,,https://www.coj.net/departments/parks-and-recreation/recreation-and-community-programming/parks/st-johns-marina,,,"https://www.google.com/maps/search/?api=1&query=30.3191692,-81.6618187",https://www.openstreetmap.org/way/492185758
Sands Harbor Resort & Marina,Marina / docks,(954) 942-9100,OpenStreetMap,,https://www.sandsharbor.com/,"125 North Riverside Drive, Pompano Beach, FL 33062",Pompano Beach,"https://www.google.com/maps/search/?api=1&query=26.2329333,-80.0931312",https://www.openstreetmap.org/way/382946788
Sea Dog Charters Marina,Marina / docks,(305) 743-8255,OpenStreetMap,,https://seadogcharters.net,"1248 Overseas Highway, Marathon, FL 33050",Marathon,"https://www.google.com/maps/search/?api=1&query=24.7091585,-81.1117446",https://www.openstreetmap.org/node/3060499556
Sea Isle Marina,Marina / docks,(305) 377-3625,OpenStreetMap,,https://seaislemarina.com/,"1635 Bayshore Dr., Miami, FL 33132",Miami,"https://www.google.com/maps/search/?api=1&query=25.7908827,-80.1846704",https://www.openstreetmap.org/way/263075237
Seahaven Marina,Marina / docks,,,,https://seahavenmarina.com/,"301 Northeast 5th Avenue, Dania Beach, FL 33004",Dania Beach,"https://www.google.com/maps/search/?api=1&query=26.0585252,-80.1362759",https://www.openstreetmap.org/way/1103929865
Seminole Marine,Marina / docks,(561) 691-9554,company website,,https://soverelmarina.com/,,,"https://www.google.com/maps/search/?api=1&query=26.8460311,-80.0695576",https://www.openstreetmap.org/node/8932662880
Shields Marina,Marina / docks,,,,https://www.shieldsmarina.com/,"95 Riverside Drive, Saint Marks, 32355",Saint Marks,"https://www.google.com/maps/search/?api=1&query=30.1557661,-84.2012028",https://www.openstreetmap.org/way/248175990
Snake Creek Marina,Marina / docks,(305) 396-7724,OpenStreetMap,,https://snakecreekmarinakeys.com/,"85401 Overseas Highway, Islamorada, FL 33036",Islamorada,"https://www.google.com/maps/search/?api=1&query=24.9504129,-80.5912068",https://www.openstreetmap.org/node/3058696699
Snell Isle Marina,Marina / docks,(727) 895-8142,OpenStreetMap,,https://www.spyc.com/,"1305 Snell Isle Boulevard NE, Saint Petersburg, FL 33704",Saint Petersburg,"https://www.google.com/maps/search/?api=1&query=27.799719,-82.610148",https://www.openstreetmap.org/node/1951987506
Stock Island Yacht Club & Marina,Marina / docks,,,,https://spottswoodmarinas.com/stock-island-yacht-club/,,,"https://www.google.com/maps/search/?api=1&query=24.5627573,-81.7256669",https://www.openstreetmap.org/way/963243452
Stock Island Yacht Club & Marina - Key West Harbour,Marina / docks,,,,https://spottswoodmarinas.com/stock-island-yacht-club/,,,"https://www.google.com/maps/search/?api=1&query=24.5639781,-81.727061",https://www.openstreetmap.org/node/3067883937
SunDance Marine,Marina / docks,(954) 466-9086,company website,,https://www.sundancemarineusa.com/,,,"https://www.google.com/maps/search/?api=1&query=27.2451523,-80.2244976",https://www.openstreetmap.org/way/112757266
Sunrise Marina,Marina / docks,(321) 783-9535,company website,,https://www.sunrisemarina.com,,,"https://www.google.com/maps/search/?api=1&query=26.1389638,-80.1096238",https://www.openstreetmap.org/way/963636207
Sunset Bay Marina & Anchorage,Marina / docks,(772) 283-9225,OpenStreetMap,info@sunsetbaymarinaandanchorage.com,https://www.sunsetbaymarinaandanchorage.com/,,,"https://www.google.com/maps/search/?api=1&query=27.2009484,-80.2596495",https://www.openstreetmap.org/node/2261294071
Sunset Harbour Yacht Club,Marina / docks,(305) 398-6800,OpenStreetMap,info@sunsetharbouryc.com,https://sunsetharbouryc.com/,"1928 Sunset Harbour Drive, Miami Beach, FL 33139",Miami Beach,"https://www.google.com/maps/search/?api=1&query=25.7950566,-80.1457665",https://www.openstreetmap.org/way/76692192
Sunset Marina,Marina / docks,(305) 780-7176,company website,,http://www.sunsetmarinakw.com/,,,"https://www.google.com/maps/search/?api=1&query=24.5788844,-81.7504577",https://www.openstreetmap.org/way/961607051
Sunshine Key Marina,Marina / docks,(305) 872-2217,company website,,http://www.rvonthego.com/florida/sunshine-key-rv-resort-marina/?utm_source=yext&utm_medium=directory&utm_campaign=Yext%20Directory%20Listing,,,"https://www.google.com/maps/search/?api=1&query=24.6726077,-81.2484539",https://www.openstreetmap.org/way/494903704
Suntex Marina at Hollywood,Marina / docks,(954) 457-8557,OpenStreetMap,Hollywood@suntexmarinas.com,https://www.suntex.com/marina/hollywood,"1400 Marina Drive, Hollywood, FL 33019",Hollywood,"https://www.google.com/maps/search/?api=1&query=26.0013619,-80.1214968",https://www.openstreetmap.org/node/2841958136
Tavernier Creek Marina,Marina / docks,(305) 852-5854,OpenStreetMap,tavcrkmar@live.com,https://taverniercreekmarina.com/,"908000 Overseas Highway, Tavernier, FL 33070",Tavernier,"https://www.google.com/maps/search/?api=1&query=25.003477,-80.5306218",https://www.openstreetmap.org/node/8926743865
Telemar Bay Marina,Marina / docks,(321) 773-2468,OpenStreetMap,,https://telemarbaymarina.com/,"1399 Banana River Drive, Indian Harbour Beach, FL 32937",Indian Harbour Beach,"https://www.google.com/maps/search/?api=1&query=28.1492468,-80.6042632",https://www.openstreetmap.org/node/9345106335
Uncle Henry's Marina,Marina / docks,(941) 964-0154,OpenStreetMap,,http://www.unclehenrysmarina.com/,,,"https://www.google.com/maps/search/?api=1&query=26.8032655,-82.2753503",https://www.openstreetmap.org/way/964050069
Whale Harbor Marina,Marina / docks,(305) 664-4511,company website,,https://whaleharbormarina.com/,,,"https://www.google.com/maps/search/?api=1&query=24.9364501,-80.6121534",https://www.openstreetmap.org/node/3058734957
Adventure Yacht Harbor Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=29.1320088,-80.9618291",https://www.openstreetmap.org/way/488741075
Air Boat,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1769345,-80.447986",https://www.openstreetmap.org/node/3191104417
Anclote Village Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=28.1729981,-82.7856812",https://www.openstreetmap.org/way/1024429087
Arlington Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3344753,-81.61173",https://www.openstreetmap.org/relation/8257790
Bahia Honda Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.6570071,-81.2783212",https://www.openstreetmap.org/way/323507973
Bay Pines Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.8153949,-82.765832",https://www.openstreetmap.org/node/2346847950
Bay Point Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.1445219,-85.7284499",https://www.openstreetmap.org/way/677069873
Bayfront Marina (Turtle Beach Marina),Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=27.2201456,-82.5143547",https://www.openstreetmap.org/node/5930370144
Baytowne Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.388441,-86.327177",https://www.openstreetmap.org/way/264109970
Beach Marine,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.2893605,-81.4167693",https://www.openstreetmap.org/relation/6541356
Bill Dye Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.3898875,-81.6408852",https://www.openstreetmap.org/way/893832691
Bluewater Bay Sailing Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.4951319,-86.4460302",https://www.openstreetmap.org/way/1140741049
Boot Key Harbor Marathon City Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=24.7097864,-81.091419",https://www.openstreetmap.org/way/589379803
Boynton Harbor Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5285021,-80.0545611",https://www.openstreetmap.org/way/1067766711
Brooks Bridge Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=30.4001106,-86.5990337",https://www.openstreetmap.org/node/2299797593
Brookside Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.1395604,-81.77943",https://www.openstreetmap.org/way/1537009881
Burnt Store Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.7627883,-82.0586868",https://www.openstreetmap.org/relation/8721197
Caloosa Yacht & Racquet Club Marina,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5642781,-81.9184075",https://www.openstreetmap.org/node/2160330791
Calusa Island Marina & Yacht Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=25.9197202,-81.6514363",https://www.openstreetmap.org/relation/8422119
Cape Coral Yacht Club,Marina / docks,,,,,,,"https://www.google.com/maps/search/?api=1&query=26.5428428,-81.9514457",https://www.openstreetmap.org/node/2807733725
